applicant_id,applicant_age,applicant_gender,employment_type,employment_years,annual_income_lakh,loan_purpose,loan_amount_lakh,loan_tenure_months,interest_rate_pct,credit_score,credit_grade,num_credit_accounts,existing_emis,months_since_last_default,debt_to_income_ratio,total_assets_lakh,property_ownership,state_name,geographic_tier,default_flag
APP011540,53,Male,Salaried,0.5,4.9,Home Loan,4.93,84,9.53,668,BBB,9,3,119.0,0.36,19.82,Own,Rajasthan,Tier-2,No
APP011541,50,Male,Business Owner,6.2,10.95,Home Loan,10.99,48,11.37,808,AAA,7,5,999.0,0.6,56.3,Rented,Delhi NCT,Tier-1,No
APP011542,46,Female,Salaried,0.6,16.14,Personal Loan,5.83,24,11.5,712,A,2,0,46.0,0.0,50.34,Company Provided,Gujarat,Tier-1,No
APP011543,47,Male,Business Owner,7.6,10.46,Personal Loan,2.15,240,8.23,812,AAA,6,2,56.0,0.24,26.31,Rented,Telangana,Tier-1,No
APP011544,60,Male,Salaried,10.5,9.17,Home Loan,11.51,60,7.0,656,BBB,7,3,999.0,0.36,53.42,Parental,Maharashtra,Tier-1,No
APP011545,29,Male,Self-Employed,1.9,11.51,Auto Loan,4.39,36,7.85,742,A,1,1,999.0,0.12,26.61,Rented,Maharashtra,Tier-1,No
APP011546,40,Female,Salaried,10.5,5.59,Business Loan,7.03,48,14.84,634,BB,9,1,56.0,0.12,50.43,Company Provided,Odisha,Tier-3,No
APP011547,63,Female,Salaried,3.3,11.39,Home Loan,22.03,36,8.22,756,AA,5,2,999.0,0.24,95.38,Own,Gujarat,Tier-1,No
APP011548,43,Female,Salaried,4.2,8.67,Personal Loan,3.43,84,10.4,656,BBB,4,4,999.0,0.48,25.58,Own,Delhi NCT,Tier-1,No
APP011549,50,Female,Self-Employed,2.6,6.97,Business Loan,4.3,60,13.18,642,BB,5,2,999.0,0.24,35.62,Rented,Bihar,Tier-3,No
APP011550,54,Other,Salaried,3.2,12.78,Auto Loan,2.81,60,11.25,855,AAA,4,0,999.0,0.0,117.28,Parental,Chhattisgarh,Tier-3,No
APP011551,59,Female,Salaried,11.9,9.78,Personal Loan,4.13,48,14.54,672,BBB,3,2,999.0,0.24,67.37,Parental,Gujarat,Tier-1,No
APP011552,56,Female,Salaried,14.7,8.69,Auto Loan,5.86,36,9.79,659,BBB,9,2,999.0,0.24,49.53,Rented,Madhya Pradesh,Tier-2,No
APP011553,64,Other,Salaried,3.0,7.61,Education Loan,1.49,120,12.87,670,BBB,4,2,999.0,0.24,29.7,Rented,Delhi NCT,Tier-1,No
APP011554,24,Male,Salaried,3.6,4.03,Personal Loan,1.45,48,7.0,618,BB,3,0,999.0,0.0,40.69,Rented,Gujarat,Tier-1,No
APP011555,40,Female,Salaried,0.6,8.3,Auto Loan,4.77,48,7.96,660,BBB,4,5,50.0,0.6,65.98,Own,Uttar Pradesh,Tier-3,No
APP011556,31,Female,Salaried,2.0,2.66,Home Loan,4.02,36,10.21,595,B,6,3,49.0,0.36,27.21,Company Provided,Haryana,Tier-2,No
APP011557,48,Female,Salaried,3.6,13.54,Home Loan,14.75,120,17.15,704,A,8,0,999.0,0.0,107.36,Own,Telangana,Tier-1,No
APP011558,36,Female,Business Owner,1.1,7.65,Auto Loan,2.89,36,9.02,617,BB,1,1,999.0,0.12,56.8,Own,Uttar Pradesh,Tier-3,No
APP011559,32,Female,Salaried,,12.14,Personal Loan,4.94,36,15.27,634,BB,4,4,8.0,0.48,68.23,Own,Tamil Nadu,Tier-1,No
APP011560,47,Female,Self-Employed,5.8,5.01,Business Loan,4.89,60,12.54,774,AA,9,4,51.0,0.48,16.0,Parental,Rajasthan,Tier-2,No
APP011561,45,Male,Salaried,5.2,4.42,Business Loan,5.93,24,10.37,653,BBB,6,0,999.0,0.0,34.91,Parental,Gujarat,Tier-1,No
APP011562,34,Male,Contract,,6.0,Home Loan,5.83,240,10.42,749,A,2,1,105.0,0.12,42.54,Own,Bihar,Tier-3,No
APP011563,53,Male,Salaried,7.3,25.16,Personal Loan,7.75,60,14.97,707,A,5,5,4.0,0.6,188.41,Parental,Haryana,Tier-2,No
APP011564,58,Male,Business Owner,1.9,11.36,Auto Loan,7.57,12,8.02,756,AA,4,4,57.0,0.48,78.45,Rented,Tamil Nadu,Tier-1,No
APP011565,25,Male,Salaried,3.2,22.68,Home Loan,30.15,24,12.91,721,A,4,2,115.0,0.24,57.52,Own,Delhi NCT,Tier-1,No
APP011566,34,Male,Salaried,1.6,11.65,Personal Loan,2.54,180,8.31,582,B,6,4,999.0,0.48,56.73,Parental,Andhra Pradesh,Tier-2,Yes
APP011567,30,Male,Salaried,4.6,7.83,Home Loan,8.71,60,8.79,606,BB,7,2,999.0,0.24,60.01,Own,Himachal Pradesh,Tier-3,Yes
APP011568,55,Female,Salaried,2.9,9.93,Home Loan,15.76,48,12.6,710,A,2,4,999.0,0.48,69.94,Company Provided,Haryana,Tier-2,No
APP011569,58,Male,Salaried,1.2,10.85,Auto Loan,7.24,84,9.43,885,AAA,4,2,999.0,0.24,45.54,Rented,West Bengal,Tier-1,No
APP011570,28,Female,Salaried,1.8,11.52,Personal Loan,2.45,48,10.77,611,BB,8,1,999.0,0.12,82.82,Rented,Jharkhand,Tier-3,No
APP011571,22,Female,Business Owner,1.6,29.93,Home Loan,58.18,24,7.0,853,AAA,1,4,999.0,0.48,77.93,Rented,Tamil Nadu,Tier-1,No
APP011572,33,Male,Salaried,12.1,9.47,Home Loan,10.09,84,9.92,780,AA,8,5,999.0,0.6,69.43,Parental,Punjab,Tier-2,No
APP011573,42,Male,Salaried,3.7,12.65,Home Loan,14.16,48,10.91,731,A,1,5,,0.6,33.94,Own,Maharashtra,Tier-1,No
APP011574,32,Female,Self-Employed,5.3,31.78,Auto Loan,22.59,240,14.49,713,A,9,0,18.0,0.0,105.99,Own,Telangana,Tier-1,No
APP011575,35,Female,Self-Employed,13.6,4.57,Home Loan,6.91,36,7.6,671,BBB,2,2,36.0,0.24,37.4,Rented,Kerala,Tier-2,Yes
APP011576,55,Male,Salaried,1.0,8.47,Personal Loan,2.28,24,14.0,693,BBB,6,2,117.0,0.24,69.23,Own,Madhya Pradesh,Tier-2,No
APP011577,55,Male,Self-Employed,13.8,16.83,Home Loan,29.68,60,9.41,840,AAA,4,1,50.0,0.12,133.86,Rented,Himachal Pradesh,Tier-3,No
APP011578,46,Male,Salaried,3.9,4.21,Personal Loan,1.63,24,10.85,830,AAA,9,2,999.0,0.24,25.04,Own,Karnataka,Tier-1,No
APP011579,25,Male,Salaried,9.7,5.29,Personal Loan,2.38,84,8.53,709,A,7,0,102.0,0.0,35.34,Rented,Tamil Nadu,Tier-1,No
APP011580,47,Male,Salaried,0.9,5.38,Gold Loan,2.64,48,7.33,581,B,4,1,,0.12,28.39,Own,Bihar,Tier-3,Yes
APP011581,37,Male,Salaried,1.6,11.14,Business Loan,12.46,240,14.2,719,A,6,3,999.0,0.36,55.24,Own,Maharashtra,Tier-1,No
APP011582,31,Female,Salaried,1.1,12.05,Education Loan,1.58,120,10.04,760,AA,3,3,999.0,0.36,28.33,Own,Telangana,Tier-1,No
APP011583,23,Female,Salaried,5.3,5.56,Personal Loan,1.91,60,13.36,761,AA,8,2,,0.24,20.61,Own,Gujarat,Tier-1,No
APP011584,56,Female,Salaried,0.8,11.42,Auto Loan,7.64,48,8.59,794,AA,7,1,999.0,0.12,57.97,Own,Haryana,Tier-2,No
APP011585,40,Female,Self-Employed,7.9,7.58,Education Loan,2.58,240,15.4,625,BB,9,5,113.0,0.6,10.97,Own,Bihar,Tier-3,Yes
APP011586,27,Female,Self-Employed,1.4,21.61,Home Loan,35.49,48,12.08,660,BBB,6,0,116.0,0.0,65.79,Rented,Gujarat,Tier-1,No
APP011587,40,Female,Self-Employed,1.5,14.35,Education Loan,2.02,24,7.13,815,AAA,7,5,40.0,0.6,53.28,Rented,Andhra Pradesh,Tier-2,No
APP011588,29,Male,Self-Employed,1.7,16.22,Home Loan,17.07,84,12.49,629,BB,1,1,51.0,0.12,52.92,Rented,West Bengal,Tier-1,No
APP011589,35,Male,Business Owner,6.9,34.6,Auto Loan,8.44,120,10.05,594,B,1,5,999.0,0.6,263.8,Parental,Maharashtra,Tier-1,No
APP011590,31,Female,Business Owner,12.9,21.13,Business Loan,16.88,36,9.4,529,B,8,3,999.0,0.36,58.55,Own,Karnataka,Tier-1,Yes
APP011591,24,Female,Business Owner,11.9,10.56,Home Loan,8.47,36,7.0,766,AA,6,0,12.0,0.0,45.14,Rented,Karnataka,Tier-1,No
APP011592,59,Male,Salaried,0.5,9.66,Education Loan,2.48,48,7.78,797,AA,6,0,999.0,0.0,30.11,Own,Karnataka,Tier-1,No
APP011593,50,Male,Salaried,1.5,4.39,Education Loan,1.56,36,13.5,725,A,7,2,37.0,0.24,18.89,Own,Maharashtra,Tier-1,No
APP011594,36,Female,Salaried,5.6,4.92,Auto Loan,2.39,120,9.86,726,A,3,5,37.0,0.6,40.76,Own,West Bengal,Tier-1,No
APP011595,44,Male,Salaried,4.8,12.52,Home Loan,16.19,120,10.61,685,BBB,1,3,111.0,0.36,40.51,Rented,Kerala,Tier-2,No
APP011596,44,Male,Salaried,2.2,22.66,Personal Loan,3.11,84,7.0,612,BB,7,1,91.0,0.12,37.42,Own,Karnataka,Tier-1,No
APP011597,39,Female,Salaried,9.9,16.28,Personal Loan,3.96,120,11.3,797,AA,1,2,999.0,0.24,,Rented,Tamil Nadu,Tier-1,No
APP011598,40,Male,Contract,0.7,10.89,Education Loan,4.54,36,8.35,560,B,8,4,23.0,0.48,77.77,Own,Andhra Pradesh,Tier-2,Yes
APP011599,49,Female,Salaried,5.1,3.95,Personal Loan,0.72,48,15.29,833,AAA,5,5,999.0,0.6,46.33,Own,Tamil Nadu,Tier-1,No
APP011600,47,Female,Salaried,1.6,9.72,Auto Loan,5.0,48,12.81,727,A,9,1,999.0,0.12,47.77,Parental,Uttar Pradesh,Tier-3,No
APP011601,31,Male,Salaried,3.7,5.19,Auto Loan,1.76,120,9.63,716,A,2,0,999.0,0.0,14.01,Rented,Uttar Pradesh,Tier-3,No
APP011602,25,Male,Self-Employed,2.5,13.42,Home Loan,14.3,24,13.12,651,BBB,9,5,999.0,0.6,74.5,Rented,Rajasthan,Tier-2,Yes
APP011603,23,Male,Salaried,19.5,4.36,Personal Loan,1.88,36,10.94,671,BBB,4,0,999.0,0.0,18.56,Own,Delhi NCT,Tier-1,No
APP011604,24,Male,Salaried,3.3,9.87,Personal Loan,3.41,60,8.31,584,B,4,4,999.0,0.48,51.02,Own,Andhra Pradesh,Tier-2,Yes
APP011605,28,Female,Contract,18.7,6.79,Personal Loan,0.92,48,9.25,595,B,7,1,999.0,0.12,62.44,Own,Himachal Pradesh,Tier-3,Yes
APP011606,37,Male,Self-Employed,1.5,11.35,Business Loan,5.79,24,12.05,704,A,8,3,,0.36,40.16,Own,Kerala,Tier-2,No
APP011607,52,Male,Self-Employed,7.3,8.09,Home Loan,7.9,24,8.7,701,A,3,1,999.0,0.12,62.73,Company Provided,Bihar,Tier-3,No
APP011608,31,Male,Contract,6.3,3.82,Personal Loan,0.54,48,10.06,815,AAA,4,4,999.0,0.48,25.01,Rented,Rajasthan,Tier-2,No
APP011609,40,Male,Salaried,9.4,15.85,Home Loan,20.0,84,7.0,732,A,7,0,45.0,0.0,58.68,Rented,Tamil Nadu,Tier-1,No
APP011610,49,Male,Self-Employed,5.9,9.2,Home Loan,7.42,24,9.51,682,BBB,8,1,15.0,0.12,49.36,Parental,Telangana,Tier-1,No
APP011611,38,Female,Salaried,5.7,7.11,Auto Loan,1.81,84,7.75,646,BB,3,4,999.0,0.48,58.36,Parental,Madhya Pradesh,Tier-2,No
APP011612,49,Male,Self-Employed,5.4,10.03,Home Loan,8.91,60,14.56,642,BB,3,0,999.0,0.0,64.59,Own,West Bengal,Tier-1,No
APP011613,40,Male,Salaried,21.0,6.29,Home Loan,11.19,36,8.27,691,BBB,5,4,999.0,0.48,23.4,Own,Bihar,Tier-3,No
APP011614,58,Male,Salaried,1.3,6.28,Education Loan,0.98,12,11.89,716,A,1,1,999.0,0.12,26.91,Rented,Bihar,Tier-3,No
APP011615,44,Female,Salaried,0.5,19.9,Auto Loan,13.14,240,9.08,669,BBB,5,2,999.0,0.24,145.96,Own,Maharashtra,Tier-1,No
APP011616,41,Male,Salaried,5.7,9.44,Home Loan,10.99,48,13.9,811,AAA,1,5,999.0,0.6,17.46,Own,Chhattisgarh,Tier-3,No
APP011617,34,Female,Salaried,0.9,7.1,Gold Loan,1.17,180,7.0,695,BBB,5,1,999.0,0.12,64.33,Rented,Telangana,Tier-1,No
APP011618,34,Male,Salaried,5.7,3.62,Education Loan,0.6,60,10.25,825,AAA,3,2,999.0,0.24,22.84,Own,Madhya Pradesh,Tier-2,No
APP011619,64,Female,Self-Employed,1.9,8.17,Home Loan,14.97,60,8.42,684,BBB,9,5,999.0,0.6,24.98,Rented,Tamil Nadu,Tier-1,No
APP011620,32,Male,Salaried,0.5,5.29,Education Loan,1.96,36,13.01,849,AAA,8,0,11.0,0.0,45.77,Own,Andhra Pradesh,Tier-2,No
APP011621,36,Female,Salaried,7.3,7.16,Personal Loan,0.75,48,9.93,638,BB,8,2,999.0,0.24,26.14,Own,Gujarat,Tier-1,No
APP011622,38,Female,Self-Employed,0.5,24.98,Education Loan,10.18,60,12.66,685,BBB,9,1,999.0,0.12,200.78,Own,Uttar Pradesh,Tier-3,No
APP011623,49,Female,Self-Employed,1.3,23.81,Gold Loan,6.73,48,7.0,759,AA,6,4,39.0,0.48,23.02,Own,Madhya Pradesh,Tier-2,No
APP011624,40,Male,Salaried,2.1,7.82,Auto Loan,4.04,48,7.92,663,BBB,2,1,999.0,0.12,59.4,Own,Uttar Pradesh,Tier-3,No
APP011625,25,Female,Salaried,0.7,6.18,Home Loan,7.9,12,14.3,689,BBB,9,3,110.0,0.36,52.32,Own,West Bengal,Tier-1,No
APP011626,43,Female,Self-Employed,12.2,14.88,Education Loan,1.42,48,14.67,617,BB,5,0,999.0,0.0,88.95,Own,Odisha,Tier-3,No
APP011627,43,Male,Salaried,4.9,16.7,Personal Loan,7.34,36,7.46,570,B,8,1,999.0,0.12,36.38,Rented,Maharashtra,Tier-1,No
APP011628,58,Male,Salaried,10.4,7.77,Personal Loan,3.69,180,11.18,665,BBB,4,4,999.0,0.48,31.85,Rented,West Bengal,Tier-1,No
APP011629,60,Female,Salaried,5.7,27.42,Personal Loan,9.83,36,11.53,802,AAA,3,3,999.0,0.36,82.83,Parental,Gujarat,Tier-1,No
APP011630,55,Male,Business Owner,24.1,10.73,Personal Loan,4.25,24,7.0,730,A,2,4,999.0,0.48,61.99,Own,Maharashtra,Tier-1,No
APP011631,54,Female,Salaried,3.7,7.41,Education Loan,0.8,36,7.56,568,B,9,4,,0.48,55.17,Rented,Uttar Pradesh,Tier-3,Yes
APP011632,63,Male,Salaried,0.5,8.28,Business Loan,8.74,24,7.0,679,BBB,7,5,,0.6,38.76,Rented,Gujarat,Tier-1,No
APP011633,61,Male,Business Owner,0.9,12.0,Home Loan,21.14,36,11.7,745,A,1,4,999.0,0.48,15.69,Own,Karnataka,Tier-1,No
APP011634,54,Female,Salaried,4.4,4.8,Home Loan,3.87,36,13.05,733,A,8,4,,0.48,39.22,Own,Uttar Pradesh,Tier-3,No
APP011635,33,Male,Salaried,2.1,13.81,Home Loan,19.41,180,9.38,639,BB,7,1,85.0,0.12,106.36,Company Provided,Andhra Pradesh,Tier-2,No
APP011636,23,Female,Salaried,0.6,7.71,Auto Loan,5.78,84,14.41,643,BB,7,0,999.0,0.0,,Own,Maharashtra,Tier-1,No
APP011637,49,Female,Contract,1.4,29.5,Business Loan,33.3,36,9.33,658,BBB,6,3,999.0,0.36,194.31,Own,Maharashtra,Tier-1,No
APP011638,31,Female,Business Owner,3.2,22.09,Personal Loan,6.28,60,12.01,684,BBB,5,5,999.0,0.6,100.7,Rented,Madhya Pradesh,Tier-2,No
APP011639,43,Female,Self-Employed,3.7,12.94,Personal Loan,3.63,60,11.48,567,B,7,2,999.0,0.24,53.02,Rented,Tamil Nadu,Tier-1,Yes
APP011640,38,Female,Salaried,13.6,26.14,Home Loan,32.03,36,8.97,697,BBB,8,4,999.0,0.48,156.83,Own,Kerala,Tier-2,No
APP011641,47,Male,Salaried,0.5,13.4,Personal Loan,4.2,48,10.33,795,AA,5,3,999.0,0.36,93.75,Parental,Himachal Pradesh,Tier-3,No
APP011642,24,Female,Salaried,2.2,13.15,Home Loan,13.48,120,7.0,632,BB,3,5,999.0,0.6,97.0,Own,Bihar,Tier-3,Yes
APP011643,28,Male,Salaried,3.5,6.25,Home Loan,10.92,60,12.24,661,BBB,2,1,999.0,0.12,47.73,Parental,Maharashtra,Tier-1,No
APP011644,29,Male,Self-Employed,0.6,9.5,Personal Loan,2.31,180,7.53,633,BB,3,3,999.0,0.36,71.17,Rented,Maharashtra,Tier-1,No
APP011645,41,Male,Self-Employed,5.8,18.73,Home Loan,22.89,36,15.99,662,BBB,6,1,999.0,0.12,126.83,Own,Bihar,Tier-3,Yes
APP011646,33,Female,Business Owner,3.6,22.56,Education Loan,9.23,12,15.35,719,A,5,3,999.0,0.36,169.08,Own,Kerala,Tier-2,No
APP011647,56,Male,Salaried,3.1,6.48,Education Loan,2.52,60,7.0,549,B,3,2,77.0,0.24,33.75,Parental,Madhya Pradesh,Tier-2,No
APP011648,38,Male,Self-Employed,5.3,39.15,Business Loan,20.44,60,8.83,649,BB,3,3,999.0,0.36,173.14,Rented,Bihar,Tier-3,No
APP011649,49,Male,Self-Employed,1.7,9.68,Personal Loan,4.13,60,11.93,617,BB,9,5,999.0,0.6,45.83,Rented,Karnataka,Tier-1,No
APP011650,62,Male,Salaried,2.1,17.19,Business Loan,17.45,60,9.64,630,BB,4,1,999.0,0.12,127.41,Parental,Maharashtra,Tier-1,No
APP011651,31,Female,Business Owner,0.9,16.67,Gold Loan,4.58,48,9.79,631,BB,6,5,999.0,0.6,119.55,Rented,Karnataka,Tier-1,Yes
APP011652,43,Female,Salaried,3.7,11.6,Home Loan,19.5,24,11.54,725,A,7,4,999.0,0.48,47.83,Rented,Tamil Nadu,Tier-1,No
APP011653,59,Male,Self-Employed,,8.98,Personal Loan,0.86,36,10.53,649,BB,4,4,999.0,0.48,43.11,Company Provided,Gujarat,Tier-1,No
APP011654,54,Male,Contract,1.5,10.09,Auto Loan,7.32,24,13.83,777,AA,5,1,74.0,0.12,43.58,Own,Karnataka,Tier-1,No
APP011655,43,Female,Salaried,0.7,3.85,Auto Loan,2.9,24,9.16,780,AA,2,0,999.0,0.0,49.49,Own,Delhi NCT,Tier-1,No
APP011656,58,Male,Salaried,0.5,16.56,Business Loan,9.72,48,12.77,665,BBB,2,0,999.0,0.0,59.43,Own,Uttar Pradesh,Tier-3,No
APP011657,34,Male,Salaried,1.1,13.65,Personal Loan,1.87,120,7.09,876,AAA,6,5,999.0,0.6,74.35,Rented,Madhya Pradesh,Tier-2,No
APP011658,48,Male,Self-Employed,1.4,30.18,Personal Loan,7.63,60,9.85,603,BB,9,2,33.0,0.24,70.2,Rented,Telangana,Tier-1,No
APP011659,36,Male,Self-Employed,3.3,11.3,Auto Loan,6.14,36,10.13,497,B,4,1,999.0,0.12,59.07,Own,Andhra Pradesh,Tier-2,Yes
APP011660,43,Male,Salaried,1.4,5.22,Home Loan,5.07,48,11.52,705,A,5,4,999.0,0.48,37.5,Own,West Bengal,Tier-1,No
APP011661,51,Male,Self-Employed,8.5,24.67,Home Loan,33.74,240,14.4,661,BBB,6,2,999.0,0.24,79.24,Rented,Delhi NCT,Tier-1,No
APP011662,64,Female,Business Owner,,12.49,Home Loan,23.82,12,7.39,713,A,5,4,999.0,0.48,45.17,Rented,Gujarat,Tier-1,No
APP011663,61,Male,Business Owner,4.9,2.5,Home Loan,4.63,60,7.0,759,AA,4,2,10.0,0.24,22.02,Own,Delhi NCT,Tier-1,No
APP011664,58,Female,Salaried,1.2,11.89,Home Loan,10.74,60,8.54,785,AA,9,2,39.0,0.24,60.17,Parental,Chhattisgarh,Tier-3,No
APP011665,55,Male,Salaried,2.7,15.11,Business Loan,10.35,120,10.79,631,BB,4,1,89.0,0.12,105.8,Rented,Uttar Pradesh,Tier-3,No
APP011666,55,Male,Business Owner,4.6,28.24,Personal Loan,9.07,48,9.9,631,BB,2,0,999.0,0.0,95.72,Parental,Madhya Pradesh,Tier-2,Yes
APP011667,56,Male,Salaried,1.9,5.5,Auto Loan,3.99,48,7.43,758,AA,4,2,999.0,0.24,23.99,Own,Karnataka,Tier-1,No
APP011668,63,Female,Self-Employed,2.0,14.34,Home Loan,24.66,240,12.88,628,BB,3,3,66.0,0.36,123.09,Parental,Assam,Tier-3,No
APP011669,40,Female,Self-Employed,8.2,14.9,Home Loan,26.73,12,11.3,807,AAA,8,5,999.0,0.6,61.37,Own,Gujarat,Tier-1,No
APP011670,29,Female,Salaried,9.1,12.67,Home Loan,19.2,60,7.0,860,AAA,1,1,30.0,0.12,24.76,Company Provided,Maharashtra,Tier-1,No
APP011671,60,Female,Salaried,3.8,6.49,Gold Loan,2.87,84,13.09,838,AAA,3,5,106.0,0.6,28.59,Rented,West Bengal,Tier-1,No
APP011672,54,Male,Salaried,11.3,10.97,Home Loan,16.1,24,11.41,774,AA,2,0,61.0,0.0,67.23,Rented,Maharashtra,Tier-1,No
APP011673,49,Female,Salaried,6.7,16.7,Home Loan,13.82,84,7.69,635,BB,6,5,999.0,0.6,60.31,Own,Maharashtra,Tier-1,No
APP011674,58,Female,Salaried,0.5,3.21,Auto Loan,2.13,60,9.29,716,A,5,5,53.0,0.6,23.07,Rented,Haryana,Tier-2,No
APP011675,46,Other,Business Owner,4.1,14.33,Personal Loan,4.99,12,9.95,572,B,4,1,999.0,0.12,27.36,Own,Karnataka,Tier-1,No
APP011676,57,Female,Salaried,6.0,15.66,Education Loan,4.55,120,9.09,555,B,2,0,54.0,0.0,,Parental,Delhi NCT,Tier-1,No
APP011677,38,Female,Salaried,3.9,21.92,Business Loan,19.35,60,11.78,721,A,8,2,14.0,0.24,50.09,Own,Delhi NCT,Tier-1,No
APP011678,45,Male,Salaried,,21.16,Business Loan,22.61,180,9.74,621,BB,4,0,999.0,0.0,139.25,Own,Bihar,Tier-3,No
APP011679,42,Female,Salaried,1.8,15.17,Auto Loan,9.19,60,11.54,709,A,3,4,3.0,0.48,68.85,Rented,Rajasthan,Tier-2,No
APP011680,23,Other,Salaried,0.5,25.21,Home Loan,41.86,48,13.19,614,BB,9,5,999.0,0.6,186.61,Rented,Delhi NCT,Tier-1,No
APP011681,52,Female,Salaried,5.0,15.44,Home Loan,14.47,60,8.99,705,A,2,0,999.0,0.0,88.49,Own,Karnataka,Tier-1,No
APP011682,54,Male,Salaried,6.6,2.51,Home Loan,4.86,120,14.6,672,BBB,9,1,999.0,0.12,29.34,Own,Kerala,Tier-2,No
APP011683,51,Male,Salaried,7.2,7.05,Business Loan,5.59,48,10.05,670,BBB,8,1,999.0,0.12,33.04,Rented,Uttar Pradesh,Tier-3,No
APP011684,33,Female,Salaried,0.5,19.78,Auto Loan,9.84,48,13.7,703,A,5,2,999.0,0.24,111.34,Rented,Karnataka,Tier-1,No
APP011685,33,Female,Self-Employed,5.6,8.18,Gold Loan,2.86,24,12.15,589,B,1,0,999.0,0.0,20.12,Own,Maharashtra,Tier-1,Yes
APP011686,45,Female,Salaried,0.5,18.44,Auto Loan,11.07,60,12.91,704,A,7,3,999.0,0.36,131.79,Rented,Rajasthan,Tier-2,No
APP011687,45,Male,Salaried,7.5,13.81,Home Loan,12.69,48,8.92,605,BB,1,1,999.0,0.12,75.53,Own,Delhi NCT,Tier-1,No
APP011688,32,Female,Contract,6.1,25.42,Home Loan,46.73,48,8.77,714,A,8,2,48.0,0.24,160.14,Rented,Delhi NCT,Tier-1,No
APP011689,34,Male,Self-Employed,4.2,8.54,Personal Loan,2.2,12,10.64,628,BB,7,5,82.0,0.6,61.81,Own,West Bengal,Tier-1,Yes
APP011690,48,Female,Salaried,3.5,3.29,Home Loan,3.01,60,9.0,709,A,6,3,999.0,0.36,29.0,Rented,Haryana,Tier-2,No
APP011691,29,Male,Salaried,6.3,8.03,Auto Loan,6.31,24,12.98,681,BBB,5,2,999.0,0.24,42.78,Own,West Bengal,Tier-1,No
APP011692,31,Female,Self-Employed,0.5,4.95,Home Loan,7.0,24,10.04,616,BB,3,3,999.0,0.36,14.5,Rented,Madhya Pradesh,Tier-2,Yes
APP011693,29,Male,Salaried,8.9,7.0,Business Loan,6.04,24,12.64,682,BBB,9,0,38.0,0.0,49.42,Own,Uttar Pradesh,Tier-3,No
APP011694,41,Male,Salaried,,2.5,Auto Loan,1.38,36,11.63,799,AA,3,2,56.0,0.24,19.43,Own,Jharkhand,Tier-3,No
APP011695,29,Female,Salaried,3.2,9.11,Auto Loan,1.9,60,8.1,562,B,4,3,999.0,0.36,,Own,Maharashtra,Tier-1,Yes
APP011696,30,Male,Contract,3.3,11.46,Gold Loan,2.86,60,16.23,629,BB,6,3,999.0,0.36,48.07,Own,Karnataka,Tier-1,No
APP011697,28,Female,Self-Employed,7.5,14.19,Auto Loan,4.71,48,11.32,789,AA,8,2,94.0,0.24,38.29,Rented,Tamil Nadu,Tier-1,No
APP011698,35,Female,Salaried,1.1,15.55,Business Loan,14.39,84,11.29,687,BBB,9,2,100.0,0.24,27.03,Own,Punjab,Tier-2,No
APP011699,49,Female,Salaried,1.8,10.77,Home Loan,17.83,84,11.24,828,AAA,6,3,999.0,0.36,49.02,Own,Maharashtra,Tier-1,No
APP011700,23,Male,Salaried,5.4,6.32,Education Loan,2.16,60,9.21,804,AAA,4,5,999.0,0.6,61.79,Own,Karnataka,Tier-1,No
APP011701,64,Female,Salaried,2.7,17.98,Home Loan,32.72,48,12.82,694,BBB,1,4,95.0,0.48,79.37,Own,Tamil Nadu,Tier-1,No
APP011702,29,Male,Contract,1.8,13.36,Personal Loan,5.33,12,11.56,657,BBB,1,0,999.0,0.0,95.59,Own,Gujarat,Tier-1,No
APP011703,34,Female,Salaried,4.9,8.71,Education Loan,3.2,180,11.34,617,BB,5,1,999.0,0.12,73.96,Own,West Bengal,Tier-1,No
APP011704,42,Female,Contract,0.5,8.51,Home Loan,8.56,240,10.08,754,AA,1,1,30.0,0.12,34.05,Rented,Madhya Pradesh,Tier-2,No
APP011705,49,Male,Salaried,7.8,6.41,Home Loan,12.39,24,9.76,685,BBB,5,2,999.0,0.24,20.07,Rented,Gujarat,Tier-1,No
APP011706,56,Male,Salaried,3.7,18.38,Home Loan,30.86,48,11.57,687,BBB,1,3,999.0,0.36,62.91,Own,Karnataka,Tier-1,No
APP011707,44,Male,Salaried,1.2,9.22,Home Loan,17.13,36,9.79,766,AA,9,1,17.0,0.12,29.1,Rented,Kerala,Tier-2,No
APP011708,36,Female,Self-Employed,2.6,17.61,Auto Loan,10.09,60,13.53,757,AA,9,1,999.0,0.12,39.92,Rented,Rajasthan,Tier-2,No
APP011709,23,Male,Salaried,0.7,3.01,Home Loan,3.57,60,13.62,864,AAA,3,3,62.0,0.36,16.34,Rented,Karnataka,Tier-1,No
APP011710,33,Female,Self-Employed,4.8,11.74,Home Loan,9.81,36,13.27,687,BBB,3,3,35.0,0.36,52.5,Parental,Maharashtra,Tier-1,No
APP011711,57,Male,Salaried,5.5,10.56,Education Loan,2.88,120,9.93,755,AA,8,3,999.0,0.36,39.13,Company Provided,Bihar,Tier-3,No
APP011712,24,Female,Salaried,,4.75,Home Loan,8.84,120,9.32,620,BB,2,2,54.0,0.24,30.98,Rented,Tamil Nadu,Tier-1,No
